ID_ALUNO,IDADE,GÊNERO,NÍVEL_ACADÊMICO,PAÍS,MÉDIA_HORAS_USO_DIÁRIO,PLATAFORMA_MAIS_UTILIZADA,AFETA_DESEMPENHO_ACADÊMICO,HORAS_SONO_POR_NOITE,PONTUAÇÃO_SAÚDE_MENTAL,IMPACTO_GERAL,USO_SEVERO,SONO_RUIM,FAIXA_USO,FAIXA_SONO
326,23,Feminino,Graduação,Outro,2.8,Twitter,Não,8.5,8.3,Positivo,False,False,2-4h,8h+
817,22,Feminino,Ensino Médio,Outro,5.2,TikTok,Sim,6.3,6.8,Neutro,True,False,4-6h,6-8h
97,21,Masculino,Pós-graduação,Outro,5.2,YouTube,Não,6.7,6.8,Neutro,True,False,4-6h,6-8h
560,21,Feminino,Ensino Médio,Outro,8.1,YouTube,Sim,5.6,4.5,Negativo,True,False,8h+,4-6h
907,18,Masculino,Pós-graduação,Outro,2.8,Instagram,Não,7.3,8.2,Positivo,False,False,2-4h,6-8h
292,19,Masculino,Ensino Médio,Outro,5.9,LinkedIn,Não,7.4,6.5,Neutro,True,False,4-6h,6-8h
626,22,Masculino,Ensino Médio,Outro,1.6,TikTok,Não,7.7,7.8,Positivo,False,False,0-2h,6-8h
265,18,Feminino,Ensino Médio,Outro,7.6,Snapchat,Sim,5.4,5.8,Negativo,True,False,6-8h,4-6h
529,18,Feminino,Ensino Médio,EUA,1.9,YouTube,Não,7.9,7.2,Positivo,False,False,0-2h,6-8h
507,18,Feminino,Ensino Médio,Outro,2.9,Snapchat,Não,8.2,7.4,Positivo,False,False,2-4h,8h+
93,18,Feminino,Graduação,EUA,2.1,Instagram,Não,8.7,7.9,Positivo,False,False,2-4h,8h+
42,18,Masculino,Ensino Médio,Outro,5.8,LinkedIn,Sim,5.9,5.5,Negativo,True,False,4-6h,4-6h
816,18,Feminino,Ensino Médio,Reino Unido,3.6,Twitter,Sim,7.1,7.0,Neutro,False,False,2-4h,6-8h
87,18,Masculino,Pós-graduação,EUA,3.9,YouTube,Sim,6.0,6.7,Neutro,False,False,2-4h,4-6h
726,20,Masculino,Graduação,Outro,8.1,LinkedIn,Não,5.9,5.9,Negativo,True,False,8h+,4-6h
637,20,Masculino,Ensino Médio,Outro,8.2,Twitter,Sim,5.2,5.4,Negativo,True,False,8h+,4-6h
710,23,Masculino,Graduação,Canadá,6.0,Snapchat,Sim,6.5,6.1,Neutro,True,False,4-6h,6-8h
75,19,Feminino,Pós-graduação,Outro,6.1,Facebook,Sim,4.6,4.3,Negativo,True,True,6-8h,4-6h
354,22,Feminino,Ensino Médio,Outro,7.2,TikTok,Sim,4.5,5.9,Negativo,True,True,6-8h,4-6h
340,21,Feminino,Pós-graduação,Outro,2.5,Facebook,Não,8.7,8.3,Positivo,False,False,2-4h,8h+
145,19,Masculino,Graduação,Reino Unido,3.8,Snapchat,Sim,6.6,6.8,Neutro,False,False,2-4h,6-8h
528,22,Masculino,Graduação,EUA,5.5,YouTube,Sim,5.2,4.6,Negativo,True,False,4-6h,4-6h
49,20,Masculino,Pós-graduação,Índia,5.6,Snapchat,Sim,5.8,5.1,Negativo,True,False,4-6h,4-6h
443,22,Feminino,Graduação,Outro,4.5,Snapchat,Sim,6.7,6.9,Neutro,False,False,4-6h,6-8h
578,20,Masculino,Ensino Médio,Outro,2.8,LinkedIn,Não,8.5,8.7,Positivo,False,False,2-4h,8h+
901,20,Feminino,Graduação,Outro,5.5,LinkedIn,Não,6.5,6.8,Neutro,True,False,4-6h,6-8h
785,18,Feminino,Graduação,Outro,6.3,LinkedIn,Não,5.1,4.2,Negativo,True,False,6-8h,4-6h
175,22,Masculino,Ensino Médio,Outro,4.0,YouTube,Não,8.5,8.5,Positivo,False,False,2-4h,8h+
638,22,Feminino,Ensino Médio,Reino Unido,5.1,Facebook,Sim,7.1,6.1,Neutro,True,False,4-6h,6-8h
516,20,Feminino,Graduação,Outro,4.9,Twitter,Não,6.0,7.0,Neutro,False,False,4-6h,4-6h
180,24,Feminino,Graduação,Austrália,2.2,LinkedIn,Não,7.1,7.1,Positivo,False,False,2-4h,6-8h
324,23,Feminino,Ensino Médio,Outro,4.0,Instagram,Sim,7.1,8.0,Positivo,False,False,2-4h,6-8h
476,21,Feminino,Ensino Médio,Outro,5.1,LinkedIn,Não,6.9,6.0,Neutro,True,False,4-6h,6-8h
86,22,Masculino,Ensino Médio,Outro,3.7,YouTube,Não,7.4,9.0,Positivo,False,False,2-4h,6-8h
876,19,Masculino,Ensino Médio,Outro,4.4,TikTok,Não,7.0,6.2,Neutro,False,False,4-6h,6-8h
805,20,Masculino,Graduação,EUA,7.7,TikTok,Sim,5.6,5.3,Negativo,True,False,6-8h,4-6h
136,19,Masculino,Graduação,EUA,6.0,LinkedIn,Sim,5.5,4.7,Negativo,True,False,4-6h,4-6h
806,22,Feminino,Pós-graduação,Outro,7.0,Instagram,Sim,5.8,4.3,Negativo,True,False,6-8h,4-6h
955,19,Feminino,Graduação,Outro,5.2,Twitter,Não,6.8,6.2,Neutro,True,False,4-6h,6-8h
966,18,Masculino,Ensino Médio,Outro,6.5,Snapchat,Não,5.4,4.1,Negativo,True,False,6-8h,4-6h
319,20,Feminino,Pós-graduação,Outro,3.2,TikTok,Não,8.6,7.5,Positivo,False,False,2-4h,8h+
749,23,Feminino,Pós-graduação,Outro,4.3,TikTok,Não,6.1,6.3,Neutro,False,False,4-6h,6-8h
32,22,Masculino,Graduação,Austrália,6.2,YouTube,Não,5.5,4.8,Negativo,True,False,6-8h,4-6h
569,20,Feminino,Pós-graduação,EUA,6.4,Facebook,Sim,5.5,5.7,Negativo,True,False,6-8h,4-6h
25,24,Masculino,Pós-graduação,Índia,8.1,LinkedIn,Sim,5.1,5.1,Negativo,True,False,8h+,4-6h
595,21,Masculino,Graduação,Outro,5.2,Facebook,Não,7.3,6.6,Neutro,True,False,4-6h,6-8h
844,22,Masculino,Graduação,Outro,6.9,Snapchat,Sim,4.6,5.2,Negativo,True,True,6-8h,4-6h
588,22,Masculino,Graduação,Outro,2.6,YouTube,Não,7.7,8.9,Positivo,False,False,2-4h,6-8h
760,22,Feminino,Pós-graduação,Outro,1.6,LinkedIn,Sim,7.1,7.4,Positivo,False,False,0-2h,6-8h
974,21,Masculino,Ensino Médio,Outro,3.8,Snapchat,Não,6.7,6.8,Neutro,False,False,2-4h,6-8h
35,22,Feminino,Graduação,Outro,7.4,TikTok,Sim,5.2,5.1,Negativo,True,False,6-8h,4-6h
607,20,Feminino,Graduação,Outro,6.4,TikTok,Não,5.8,4.1,Negativo,True,False,6-8h,4-6h
229,19,Masculino,Graduação,EUA,5.1,Twitter,Não,7.3,6.6,Neutro,True,False,4-6h,6-8h
62,18,Masculino,Pós-graduação,Reino Unido,6.3,Snapchat,Sim,5.8,5.6,Negativo,True,False,6-8h,4-6h
545,23,Feminino,Pós-graduação,Reino Unido,5.7,Snapchat,Sim,5.5,4.5,Negativo,True,False,4-6h,4-6h
508,24,Feminino,Pós-graduação,Outro,7.3,YouTube,Sim,5.6,5.0,Negativo,True,False,6-8h,4-6h
499,19,Feminino,Pós-graduação,Outro,4.4,LinkedIn,Não,6.9,6.5,Neutro,False,False,4-6h,6-8h
26,19,Masculino,Graduação,Outro,6.5,LinkedIn,Sim,5.4,5.8,Negativo,True,False,6-8h,4-6h
114,23,Masculino,Ensino Médio,Outro,3.8,YouTube,Não,6.7,6.3,Neutro,False,False,2-4h,6-8h
192,24,Masculino,Pós-graduação,Outro,4.8,YouTube,Não,6.7,6.1,Neutro,False,False,4-6h,6-8h
449,18,Feminino,Graduação,Outro,2.5,LinkedIn,Não,7.3,7.3,Positivo,False,False,2-4h,6-8h
657,18,Feminino,Pós-graduação,Outro,2.8,Twitter,Não,8.6,8.0,Positivo,False,False,2-4h,8h+
263,21,Masculino,Pós-graduação,Austrália,7.2,TikTok,Sim,4.7,5.8,Negativo,True,True,6-8h,4-6h
12,19,Feminino,Pós-graduação,Reino Unido,8.4,Snapchat,Sim,5.0,4.5,Negativo,True,False,8h+,4-6h
522,20,Feminino,Ensino Médio,EUA,2.5,Facebook,Sim,8.0,9.0,Positivo,False,False,2-4h,6-8h
82,19,Masculino,Ensino Médio,Outro,8.4,Snapchat,Sim,4.8,5.4,Negativo,True,True,8h+,4-6h
893,21,Masculino,Ensino Médio,Índia,2.5,Snapchat,Não,7.4,8.0,Positivo,False,False,2-4h,6-8h
984,22,Feminino,Ensino Médio,Alemanha,6.6,Snapchat,Sim,4.7,5.4,Negativo,True,True,6-8h,4-6h
473,19,Feminino,Graduação,Outro,3.7,LinkedIn,Não,6.1,6.6,Neutro,False,False,2-4h,6-8h
818,22,Feminino,Graduação,Outro,2.9,Facebook,Não,7.0,7.2,Positivo,False,False,2-4h,6-8h
490,23,Masculino,Graduação,Outro,3.3,Instagram,Não,8.8,9.0,Positivo,False,False,2-4h,8h+
973,24,Masculino,Pós-graduação,Outro,7.4,Twitter,Sim,5.6,5.1,Negativo,True,False,6-8h,4-6h
799,22,Feminino,Graduação,Austrália,3.0,YouTube,Não,8.3,7.8,Positivo,False,False,2-4h,8h+
71,22,Masculino,Graduação,Outro,6.8,Facebook,Sim,5.2,4.3,Negativo,True,False,6-8h,4-6h
456,23,Feminino,Pós-graduação,Índia,2.6,Facebook,Sim,7.7,8.7,Positivo,False,False,2-4h,6-8h
125,22,Masculino,Graduação,Outro,6.7,Facebook,Sim,5.1,4.7,Negativo,True,False,6-8h,4-6h
821,23,Feminino,Ensino Médio,Outro,6.7,Instagram,Sim,5.8,5.5,Negativo,True,False,6-8h,4-6h
162,21,Masculino,Graduação,Canadá,3.6,YouTube,Sim,6.2,6.1,Neutro,False,False,2-4h,6-8h
308,23,Masculino,Ensino Médio,Austrália,3.4,YouTube,Não,8.7,7.8,Positivo,False,False,2-4h,8h+
361,20,Masculino,Graduação,Outro,6.8,YouTube,Sim,6.0,5.1,Negativo,True,False,6-8h,4-6h
910,18,Masculino,Graduação,Outro,2.4,Twitter,Sim,7.3,8.4,Positivo,False,False,2-4h,6-8h
148,18,Masculino,Ensino Médio,Outro,6.0,Snapchat,Sim,5.0,5.5,Negativo,True,False,4-6h,4-6h
939,23,Feminino,Pós-graduação,Outro,7.4,Instagram,Sim,4.6,4.3,Negativo,True,True,6-8h,4-6h
930,23,Feminino,Graduação,Outro,4.5,Twitter,Sim,6.9,6.1,Neutro,False,False,4-6h,6-8h
714,23,Masculino,Pós-graduação,Outro,6.6,TikTok,Não,5.6,5.0,Negativo,True,False,6-8h,4-6h
234,19,Masculino,Ensino Médio,Índia,3.6,Facebook,Não,8.8,7.9,Positivo,False,False,2-4h,8h+
21,20,Masculino,Pós-graduação,Outro,2.0,LinkedIn,Não,7.6,7.6,Positivo,False,False,0-2h,6-8h
492,21,Feminino,Graduação,Índia,3.9,Facebook,Não,7.8,7.1,Positivo,False,False,2-4h,6-8h
650,20,Masculino,Ensino Médio,Outro,5.5,Instagram,Não,6.7,6.8,Neutro,True,False,4-6h,6-8h
993,18,Masculino,Ensino Médio,Outro,6.7,Instagram,Não,4.8,5.8,Negativo,True,True,6-8h,4-6h
543,21,Masculino,Graduação,Outro,8.2,Snapchat,Não,4.9,5.6,Negativo,True,True,8h+,4-6h
200,21,Feminino,Ensino Médio,Outro,5.8,TikTok,Sim,5.6,6.0,Negativo,True,False,4-6h,4-6h
968,18,Feminino,Ensino Médio,Outro,5.9,Snapchat,Sim,4.6,5.6,Negativo,True,True,4-6h,4-6h
128,18,Masculino,Graduação,EUA,7.2,Instagram,Sim,5.9,4.4,Negativo,True,False,6-8h,4-6h
236,24,Masculino,Pós-graduação,Outro,6.5,Instagram,Não,5.3,4.8,Negativo,True,False,6-8h,4-6h
822,19,Feminino,Graduação,EUA,2.9,LinkedIn,Não,8.9,7.4,Positivo,False,False,2-4h,8h+
740,24,Masculino,Graduação,Outro,6.3,TikTok,Sim,5.7,5.6,Negativo,True,False,6-8h,4-6h
653,18,Masculino,Ensino Médio,Austrália,4.4,Twitter,Sim,6.1,6.5,Neutro,False,False,4-6h,6-8h
999,21,Feminino,Graduação,Outro,7.1,TikTok,Sim,5.5,4.8,Negativo,True,False,6-8h,4-6h
772,20,Feminino,Ensino Médio,Reino Unido,3.8,TikTok,Não,7.2,8.1,Positivo,False,False,2-4h,6-8h
590,22,Feminino,Graduação,Outro,7.9,Instagram,Sim,5.4,4.7,Negativo,True,False,6-8h,4-6h
505,19,Feminino,Ensino Médio,Outro,5.6,LinkedIn,Sim,6.3,6.4,Neutro,True,False,4-6h,6-8h
642,20,Feminino,Ensino Médio,Outro,6.3,YouTube,Sim,5.2,4.6,Negativo,True,False,6-8h,4-6h
88,21,Masculino,Graduação,Outro,3.2,TikTok,Não,7.1,7.1,Positivo,False,False,2-4h,6-8h
811,20,Masculino,Graduação,Outro,2.0,Snapchat,Sim,7.1,9.0,Positivo,False,False,0-2h,6-8h
276,23,Masculino,Graduação,Austrália,7.6,Snapchat,Sim,5.9,4.1,Negativo,True,False,6-8h,4-6h
898,23,Feminino,Pós-graduação,Outro,7.4,YouTube,Sim,5.7,4.2,Negativo,True,False,6-8h,4-6h
279,21,Masculino,Graduação,Outro,5.6,YouTube,Sim,4.9,5.5,Negativo,True,True,4-6h,4-6h
804,19,Feminino,Ensino Médio,Outro,4.6,LinkedIn,Sim,7.2,6.5,Neutro,False,False,4-6h,6-8h
154,19,Feminino,Pós-graduação,EUA,6.1,Facebook,Sim,4.8,4.2,Negativo,True,True,6-8h,4-6h
273,20,Feminino,Graduação,Outro,4.2,Snapchat,Não,6.2,6.7,Neutro,False,False,4-6h,6-8h
832,22,Feminino,Graduação,Outro,3.7,LinkedIn,Não,6.2,6.9,Neutro,False,False,2-4h,6-8h
651,23,Masculino,Graduação,Outro,6.1,LinkedIn,Não,5.6,4.5,Negativo,True,False,6-8h,4-6h
466,19,Feminino,Pós-graduação,EUA,6.1,TikTok,Sim,5.5,5.6,Negativo,True,False,6-8h,4-6h
849,20,Masculino,Ensino Médio,EUA,2.7,LinkedIn,Não,7.6,8.9,Positivo,False,False,2-4h,6-8h
665,20,Masculino,Graduação,Outro,6.0,Snapchat,Não,5.8,4.9,Negativo,True,False,4-6h,4-6h
212,23,Masculino,Pós-graduação,Outro,6.4,TikTok,Sim,5.4,4.6,Negativo,True,False,6-8h,4-6h
498,21,Masculino,Pós-graduação,Reino Unido,5.7,YouTube,Sim,5.3,5.8,Negativo,True,False,4-6h,4-6h
249,20,Masculino,Ensino Médio,Outro,7.0,Instagram,Sim,5.3,5.1,Negativo,True,False,6-8h,4-6h
196,23,Feminino,Pós-graduação,Outro,7.7,Facebook,Sim,5.7,4.6,Negativo,True,False,6-8h,4-6h
435,19,Masculino,Pós-graduação,Outro,6.3,TikTok,Sim,4.8,4.0,Negativo,True,True,6-8h,4-6h
336,20,Feminino,Graduação,Outro,5.7,Twitter,Sim,5.2,5.5,Negativo,True,False,4-6h,4-6h
482,18,Masculino,Graduação,Outro,8.2,LinkedIn,Sim,5.2,4.6,Negativo,True,False,8h+,4-6h
194,19,Feminino,Graduação,Outro,6.4,Twitter,Sim,5.5,4.4,Negativo,True,False,6-8h,4-6h
690,22,Masculino,Ensino Médio,Índia,6.6,TikTok,Sim,4.7,4.3,Negativo,True,True,6-8h,4-6h
514,18,Feminino,Graduação,Outro,6.0,LinkedIn,Sim,4.6,5.4,Negativo,True,True,4-6h,4-6h
779,21,Feminino,Ensino Médio,Alemanha,5.9,LinkedIn,Sim,5.1,5.9,Negativo,True,False,4-6h,4-6h
716,23,Feminino,Graduação,Austrália,7.4,LinkedIn,Não,5.1,4.3,Negativo,True,False,6-8h,4-6h
661,19,Masculino,Pós-graduação,Outro,5.8,Snapchat,Sim,5.6,4.5,Negativo,True,False,4-6h,4-6h
470,21,Feminino,Ensino Médio,Outro,5.8,Instagram,Sim,6.0,4.4,Negativo,True,False,4-6h,4-6h
553,21,Masculino,Ensino Médio,Outro,1.8,LinkedIn,Não,9.0,8.2,Positivo,False,False,0-2h,8h+
877,18,Masculino,Pós-graduação,Outro,6.5,Snapchat,Não,5.4,4.1,Negativo,True,False,6-8h,4-6h
797,23,Masculino,Graduação,Outro,3.8,Instagram,Sim,6.5,6.6,Neutro,False,False,2-4h,6-8h
264,18,Masculino,Ensino Médio,Outro,8.0,TikTok,Sim,5.6,4.5,Negativo,True,False,6-8h,4-6h
835,19,Masculino,Graduação,Índia,7.7,Twitter,Sim,5.5,4.7,Negativo,True,False,6-8h,4-6h
61,19,Masculino,Graduação,Outro,8.1,Snapchat,Sim,5.2,5.0,Negativo,True,False,8h+,4-6h
675,22,Masculino,Graduação,Outro,6.2,TikTok,Não,5.2,5.8,Negativo,True,False,6-8h,4-6h
191,18,Feminino,Graduação,Outro,4.9,Facebook,Não,7.1,6.6,Neutro,False,False,4-6h,6-8h
269,23,Masculino,Ensino Médio,Outro,3.9,YouTube,Não,8.5,8.9,Positivo,False,False,2-4h,8h+
394,21,Masculino,Graduação,Outro,6.6,Twitter,Não,5.0,6.0,Negativo,True,False,6-8h,4-6h
320,22,Masculino,Ensino Médio,Outro,6.2,Instagram,Não,4.7,4.4,Negativo,True,True,6-8h,4-6h
924,24,Masculino,Pós-graduação,Reino Unido,2.4,Facebook,Não,7.5,7.1,Positivo,False,False,2-4h,6-8h
544,19,Masculino,Graduação,Outro,3.6,Instagram,Sim,8.7,8.5,Positivo,False,False,2-4h,8h+
8,18,Masculino,Ensino Médio,Outro,2.8,Instagram,Sim,8.8,8.6,Positivo,False,False,2-4h,8h+
411,23,Masculino,Ensino Médio,Outro,1.6,YouTube,Não,7.1,8.1,Positivo,False,False,0-2h,6-8h
91,22,Masculino,Ensino Médio,EUA,7.3,Facebook,Sim,5.9,4.4,Negativo,True,False,6-8h,4-6h
221,18,Feminino,Ensino Médio,Canadá,6.8,YouTube,Sim,5.2,5.2,Negativo,True,False,6-8h,4-6h
197,22,Masculino,Graduação,Outro,7.7,Facebook,Sim,5.0,6.0,Negativo,True,False,6-8h,4-6h
912,23,Feminino,Pós-graduação,Alemanha,5.5,LinkedIn,Não,7.3,6.9,Neutro,True,False,4-6h,6-8h
438,22,Masculino,Ensino Médio,Outro,6.2,TikTok,Não,5.5,5.9,Negativo,True,False,6-8h,4-6h
885,24,Feminino,Pós-graduação,Outro,4.6,LinkedIn,Sim,6.8,6.4,Neutro,False,False,4-6h,6-8h
589,20,Masculino,Pós-graduação,Outro,7.2,Facebook,Sim,5.6,5.6,Negativo,True,False,6-8h,4-6h
362,24,Masculino,Pós-graduação,Outro,3.3,TikTok,Sim,7.7,7.7,Positivo,False,False,2-4h,6-8h
297,23,Masculino,Pós-graduação,Outro,5.4,YouTube,Sim,6.6,6.4,Neutro,True,False,4-6h,6-8h
501,23,Feminino,Graduação,Outro,3.2,TikTok,Não,7.6,9.0,Positivo,False,False,2-4h,6-8h
841,18,Feminino,Pós-graduação,Outro,3.7,Snapchat,Não,7.9,7.3,Positivo,False,False,2-4h,6-8h
954,19,Feminino,Ensino Médio,Outro,6.3,Snapchat,Sim,5.7,5.4,Negativo,True,False,6-8h,4-6h
989,21,Feminino,Graduação,Austrália,7.5,YouTube,Sim,5.0,4.8,Negativo,True,False,6-8h,4-6h
775,23,Feminino,Pós-graduação,Outro,6.0,Facebook,Sim,6.0,5.7,Negativo,True,False,4-6h,4-6h
299,20,Masculino,Ensino Médio,Índia,8.2,TikTok,Não,5.8,5.9,Negativo,True,False,8h+,4-6h
122,18,Feminino,Ensino Médio,Outro,6.1,YouTube,Sim,5.5,4.5,Negativo,True,False,6-8h,4-6h
763,19,Feminino,Pós-graduação,Outro,8.2,Instagram,Sim,4.5,5.8,Negativo,True,True,8h+,4-6h
259,24,Masculino,Pós-graduação,Outro,5.3,LinkedIn,Não,7.0,6.2,Neutro,True,False,4-6h,6-8h
857,22,Masculino,Graduação,Outro,5.8,YouTube,Sim,7.2,6.0,Neutro,True,False,4-6h,6-8h
115,22,Feminino,Graduação,EUA,7.2,YouTube,Sim,4.6,5.4,Negativo,True,True,6-8h,4-6h
734,23,Masculino,Graduação,Reino Unido,4.0,Snapchat,Não,7.2,6.2,Neutro,False,False,2-4h,6-8h
293,20,Feminino,Graduação,Outro,3.3,LinkedIn,Não,7.5,8.3,Positivo,False,False,2-4h,6-8h
938,22,Masculino,Ensino Médio,Índia,6.1,Snapchat,Sim,4.5,5.8,Negativo,True,True,6-8h,4-6h
211,18,Feminino,Ensino Médio,Índia,6.8,Facebook,Não,4.8,4.2,Negativo,True,True,6-8h,4-6h
410,24,Masculino,Graduação,Outro,3.4,Snapchat,Não,7.1,8.3,Positivo,False,False,2-4h,6-8h
541,24,Feminino,Ensino Médio,Outro,7.7,Instagram,Sim,4.8,4.8,Negativo,True,True,6-8h,4-6h
670,23,Feminino,Ensino Médio,Outro,7.6,Instagram,Sim,4.7,5.6,Negativo,True,True,6-8h,4-6h
510,24,Feminino,Pós-graduação,Índia,4.7,Snapchat,Não,6.6,6.8,Neutro,False,False,4-6h,6-8h
978,20,Masculino,Pós-graduação,Outro,4.9,Facebook,Sim,7.4,6.1,Neutro,False,False,4-6h,6-8h
133,23,Masculino,Graduação,Outro,8.0,LinkedIn,Sim,4.9,5.9,Negativo,True,True,6-8h,4-6h
812,24,Masculino,Pós-graduação,Outro,7.2,YouTube,Não,5.9,5.9,Negativo,True,False,6-8h,4-6h
605,22,Feminino,Ensino Médio,EUA,1.7,LinkedIn,Não,7.9,8.3,Positivo,False,False,0-2h,6-8h
640,24,Feminino,Ensino Médio,Outro,4.6,TikTok,Não,6.8,6.5,Neutro,False,False,4-6h,6-8h
836,18,Masculino,Ensino Médio,Austrália,4.4,Facebook,Sim,6.5,6.5,Neutro,False,False,4-6h,6-8h
423,24,Feminino,Ensino Médio,Outro,3.7,TikTok,Não,8.8,8.8,Positivo,False,False,2-4h,8h+
945,18,Feminino,Ensino Médio,Outro,1.8,YouTube,Não,7.9,8.0,Positivo,False,False,0-2h,6-8h
536,23,Feminino,Ensino Médio,EUA,7.7,YouTube,Não,4.9,5.8,Negativo,True,True,6-8h,4-6h
733,18,Masculino,Pós-graduação,EUA,4.5,Facebook,Sim,7.2,6.5,Neutro,False,False,4-6h,6-8h
484,22,Masculino,Ensino Médio,Austrália,8.1,Facebook,Sim,5.2,5.5,Negativo,True,False,8h+,4-6h
711,23,Masculino,Graduação,Outro,3.5,YouTube,Não,7.8,7.2,Positivo,False,False,2-4h,6-8h
190,21,Feminino,Graduação,Canadá,3.4,Instagram,Não,7.0,7.3,Positivo,False,False,2-4h,6-8h
762,20,Masculino,Ensino Médio,Outro,4.0,TikTok,Sim,7.1,7.3,Positivo,False,False,2-4h,6-8h
683,24,Masculino,Pós-graduação,Outro,3.8,TikTok,Sim,6.0,6.1,Neutro,False,False,2-4h,4-6h
478,23,Masculino,Pós-graduação,Índia,3.8,Twitter,Sim,6.6,6.7,Neutro,False,False,2-4h,6-8h
942,18,Masculino,Graduação,Outro,5.6,Twitter,Não,6.9,6.0,Neutro,True,False,4-6h,6-8h
860,23,Feminino,Graduação,Austrália,4.3,Instagram,Não,6.4,6.5,Neutro,False,False,4-6h,6-8h
95,22,Feminino,Graduação,Reino Unido,4.1,Snapchat,Não,6.1,6.2,Neutro,False,False,4-6h,6-8h
450,21,Feminino,Graduação,Índia,2.5,YouTube,Não,7.2,7.0,Positivo,False,False,2-4h,6-8h
208,23,Masculino,Ensino Médio,Índia,4.5,LinkedIn,Sim,6.2,6.4,Neutro,False,False,4-6h,6-8h
255,22,Feminino,Ensino Médio,Outro,7.7,Facebook,Não,5.8,5.5,Negativo,True,False,6-8h,4-6h
944,24,Masculino,Pós-graduação,EUA,5.2,Facebook,Sim,7.3,6.1,Neutro,True,False,4-6h,6-8h
643,22,Feminino,Ensino Médio,Austrália,8.0,Facebook,Sim,5.1,4.9,Negativo,True,False,6-8h,4-6h
550,23,Masculino,Graduação,Outro,6.9,Snapchat,Sim,5.7,5.7,Negativo,True,False,6-8h,4-6h
367,20,Masculino,Ensino Médio,Canadá,4.3,LinkedIn,Não,6.6,6.7,Neutro,False,False,4-6h,6-8h
463,20,Masculino,Ensino Médio,Outro,3.5,YouTube,Não,8.3,8.2,Positivo,False,False,2-4h,8h+
666,21,Masculino,Graduação,Reino Unido,7.6,LinkedIn,Sim,6.0,4.5,Negativo,True,False,6-8h,4-6h
659,19,Feminino,Pós-graduação,Outro,6.1,LinkedIn,Sim,5.8,4.1,Negativo,True,False,6-8h,4-6h
676,19,Masculino,Pós-graduação,Outro,7.0,YouTube,Sim,5.4,5.9,Negativo,True,False,6-8h,4-6h
770,18,Masculino,Graduação,Outro,6.0,YouTube,Sim,5.9,4.1,Negativo,True,False,4-6h,4-6h
669,24,Masculino,Ensino Médio,Outro,7.0,LinkedIn,Sim,5.0,4.5,Negativo,True,False,6-8h,4-6h
403,23,Feminino,Pós-graduação,Outro,2.7,Instagram,Não,7.8,8.8,Positivo,False,False,2-4h,6-8h
311,21,Masculino,Ensino Médio,EUA,3.9,Snapchat,Não,7.1,7.5,Positivo,False,False,2-4h,6-8h
494,19,Feminino,Pós-graduação,Outro,5.5,Twitter,Sim,5.4,5.2,Negativo,True,False,4-6h,4-6h
172,22,Masculino,Pós-graduação,Outro,1.9,Facebook,Não,8.4,8.5,Positivo,False,False,0-2h,8h+
158,23,Feminino,Graduação,Outro,1.8,LinkedIn,Não,8.2,7.2,Positivo,False,False,0-2h,8h+
685,23,Masculino,Ensino Médio,Outro,4.9,Facebook,Sim,6.3,6.1,Neutro,False,False,4-6h,6-8h
748,20,Masculino,Graduação,Reino Unido,4.3,LinkedIn,Sim,6.2,6.2,Neutro,False,False,4-6h,6-8h
440,19,Feminino,Ensino Médio,Outro,2.9,YouTube,Sim,7.1,8.8,Positivo,False,False,2-4h,6-8h
497,22,Feminino,Pós-graduação,Alemanha,7.2,Facebook,Sim,5.4,5.7,Negativo,True,False,6-8h,4-6h
433,22,Masculino,Graduação,Outro,7.9,LinkedIn,Sim,4.7,4.1,Negativo,True,True,6-8h,4-6h
105,19,Feminino,Graduação,Alemanha,2.5,Instagram,Não,8.3,7.2,Positivo,False,False,2-4h,8h+
694,21,Feminino,Pós-graduação,Outro,3.8,LinkedIn,Não,7.4,7.3,Positivo,False,False,2-4h,6-8h
266,20,Feminino,Graduação,Outro,5.8,Snapchat,Sim,7.2,6.1,Neutro,True,False,4-6h,6-8h
240,20,Masculino,Graduação,Outro,5.9,Facebook,Sim,5.8,4.7,Negativo,True,False,4-6h,4-6h
151,22,Masculino,Ensino Médio,Outro,2.6,Instagram,Não,7.5,8.8,Positivo,False,False,2-4h,6-8h
280,18,Feminino,Pós-graduação,Outro,5.2,Twitter,Sim,6.8,6.9,Neutro,True,False,4-6h,6-8h
964,21,Masculino,Ensino Médio,Outro,1.7,Snapchat,Não,8.5,7.7,Positivo,False,False,0-2h,8h+
719,20,Masculino,Pós-graduação,Austrália,2.8,Twitter,Não,7.0,7.8,Positivo,False,False,2-4h,6-8h
445,19,Masculino,Pós-graduação,Outro,3.8,Facebook,Não,7.4,8.8,Positivo,False,False,2-4h,6-8h
29,24,Masculino,Ensino Médio,Outro,5.1,LinkedIn,Sim,6.5,6.8,Neutro,True,False,4-6h,6-8h
205,23,Masculino,Pós-graduação,Índia,3.7,Instagram,Sim,6.5,6.9,Neutro,False,False,2-4h,6-8h
976,23,Feminino,Graduação,Índia,1.5,Snapchat,Não,7.2,7.7,Positivo,False,False,0-2h,6-8h
531,18,Feminino,Pós-graduação,Reino Unido,3.5,Facebook,Não,7.9,8.5,Positivo,False,False,2-4h,6-8h
439,23,Masculino,Pós-graduação,Outro,3.8,Facebook,Não,6.5,6.4,Neutro,False,False,2-4h,6-8h
